username,purchase_amount,num_items,account_age_days,session_duration,failed_login_attempts,geo_location_mismatch,timezone_mismatch,multiple_sessions_same_ip,account_takeover_risk,sudden_ip_change,captcha_triggered,typing_time,paste_detected,mouse_moves_per_second,scroll_depth,total_time_on_page,keystroke_variance,click_count,mouse_click_rate,idle_time_ratio,hover_time,scroll_velocity,user_agent_contains_bot,navigator_webdriver,js_enabled,cookie_enabled,timestamp,is_fraud,is_security_threat,is_behavior_anomaly,is_bot
user292,46.97,9,602,1529,2,0,0,1,0.19,0,0,4.94,1,43.8,37,1386,0.96,97,0.88,0.17,36,3.27,0,0,1,1,2025-07-14 19:43:00,1,0,1,1
user293,824.37,1,673,3205,3,0,1,1,0.1,1,1,8.75,1,45.01,20,1629,1.12,9,0.22,0.37,23,3.58,0,1,1,1,2025-07-14 13:25:00,1,0,0,1
user294,366.59,9,582,3141,1,1,0,1,0.91,0,1,6.09,0,26.05,93,1908,1.02,32,0.67,0.38,34,1.39,1,1,1,1,2025-07-14 18:02:00,0,1,0,0
user295,135.79,6,582,1539,0,0,0,1,0.82,1,0,2.42,0,34.58,9,611,0.67,85,0.75,0.33,20,4.19,1,0,1,1,2025-07-14 16:03:00,0,0,0,0
user296,527.02,6,363,1649,1,0,0,1,0.76,1,0,7.22,1,45.28,25,1977,0.56,91,0.24,0.2,16,4.6,1,0,1,1,2025-07-14 19:37:00,0,0,0,1
user297,772.29,4,37,1647,3,0,0,1,0.05,0,0,5.62,1,22.68,90,1849,1.59,13,0.67,0.3,14,4.16,1,1,1,1,2025-07-14 11:18:00,1,1,1,1
user298,223.66,1,963,719,2,0,1,0,0.84,0,1,6.86,1,48.28,7,675,1.47,6,0.15,0.02,6,1.87,1,0,1,1,2025-07-14 18:14:00,0,1,0,0
user299,626.66,8,52,219,2,1,1,1,0.44,1,0,9.01,0,23.71,7,1647,0.92,67,0.36,0.38,22,3.14,0,0,1,1,2025-07-14 15:51:00,0,1,1,0
user300,94.49,2,690,3145,3,0,0,1,0.34,1,1,4.96,1,32.05,59,821,0.94,55,0.93,0.05,17,4.62,1,0,1,1,2025-07-14 16:09:00,0,0,0,0
user301,61.16,1,432,3309,2,1,0,1,0.55,1,1,9.11,0,36.94,71,1435,1.92,35,0.25,0.2,33,1.94,0,1,1,1,2025-07-14 17:55:00,1,0,1,1
user302,536.04,2,607,2519,4,1,1,1,0.09,1,1,7.76,0,47.78,33,1297,1.98,11,0.16,0.05,28,4.19,1,1,1,1,2025-07-14 16:57:00,0,1,0,1
user303,545.23,1,186,1071,0,1,0,1,0.76,0,0,5.4,0,16.01,15,530,1.21,34,0.5,0.42,42,0.54,0,1,1,1,2025-07-14 16:00:00,1,1,0,1
user304,641.06,1,538,112,0,0,0,1,0.58,1,0,6.43,0,38.58,12,867,1.7,62,0.87,0.28,16,0.52,1,0,1,1,2025-07-14 09:03:00,0,1,1,0
user305,728.83,9,619,2515,0,1,0,0,0.19,0,1,3.93,1,28.44,86,562,1.61,7,0.17,0.35,33,3.92,0,1,1,1,2025-07-14 14:39:00,0,1,1,0
user306,976.09,1,975,2954,2,0,0,0,0.19,0,1,9.85,0,17.09,75,200,0.95,55,0.42,0.34,26,3.93,0,1,1,1,2025-07-14 17:38:00,1,1,0,1
user307,521.14,4,503,1105,2,0,0,0,0.18,1,1,7.01,0,39.95,90,1139,0.59,60,0.91,0.42,40,4.05,1,0,1,1,2025-07-14 11:24:00,0,0,0,0
user308,329.73,6,207,1113,1,0,0,0,0.06,0,0,1.39,1,29.85,21,1832,0.71,77,0.21,0.07,5,4.69,0,1,1,1,2025-07-14 17:17:00,0,1,0,1
user309,797.23,7,619,2810,1,0,0,0,0.59,0,1,3.94,0,34.74,95,1381,1.76,14,0.38,0.33,47,1.03,1,0,1,1,2025-07-14 18:15:00,0,0,0,1
user310,278.12,2,586,2367,0,0,0,0,0.84,1,0,6.61,1,19.53,26,343,1.6,65,0.8,0.29,44,1.54,1,0,1,1,2025-07-14 19:07:00,1,0,0,0
user311,444.58,6,851,1288,4,1,0,1,0.02,0,1,1.51,0,26.66,63,1471,1.5,54,0.59,0.02,38,4.57,0,0,1,1,2025-07-14 17:07:00,1,1,1,1
user312,87.67,7,862,3190,1,1,1,1,0.05,0,0,1.21,1,32.78,1,1372,0.7,51,0.85,0.1,38,1.3,0,0,1,1,2025-07-14 18:44:00,1,1,1,0
user313,35.1,2,526,1554,1,0,1,1,0.57,1,1,5.05,0,23.22,96,204,1.46,94,0.2,0.13,37,3.57,1,1,1,1,2025-07-14 20:00:00,0,1,0,0
user314,963.02,2,523,2883,2,1,1,1,0.82,1,0,3.99,0,13.93,25,793,1.66,5,0.93,0.04,8,2.89,1,1,1,1,2025-07-14 11:29:00,1,1,1,1
user315,837.62,7,31,1549,4,0,0,1,0.33,1,0,4.94,1,48.27,91,1790,1.79,98,0.94,0.18,42,0.87,1,1,1,1,2025-07-14 11:55:00,0,1,1,1
user316,699.01,1,121,1095,0,1,0,1,0.35,1,0,3.36,0,28.02,82,1410,0.52,61,0.24,0.01,34,1.78,0,0,1,1,2025-07-14 11:10:00,0,0,0,0
user317,414.86,8,66,2010,1,1,1,0,0.6,1,0,2.48,0,38.03,68,1292,1.53,42,0.13,0.28,24,2.84,0,1,1,1,2025-07-14 08:50:00,0,1,1,1
user318,181.56,3,75,3421,4,1,0,1,0.27,1,0,7.2,1,23.5,96,1543,0.53,66,0.99,0.11,30,4.34,1,1,1,1,2025-07-14 19:01:00,0,1,0,0
user319,164.87,6,851,909,4,1,1,0,0.03,1,0,5.63,0,20.98,83,1170,1.56,83,0.53,0.14,19,3.68,0,0,1,1,2025-07-14 16:43:00,0,0,1,1
user320,257.74,9,107,413,0,1,0,0,0.74,0,1,2.8,0,23.32,29,1166,1.45,93,0.61,0.46,11,3.3,0,0,1,1,2025-07-14 09:43:00,0,1,1,0
user321,553.73,6,153,1158,4,0,1,1,0.63,0,1,3.88,1,23.41,7,1444,0.72,74,0.65,0.25,11,2.73,0,1,1,1,2025-07-14 19:33:00,0,1,1,0
user322,717.45,9,889,2980,4,0,1,1,0.58,1,1,6.33,1,29.49,37,917,1.65,86,0.81,0.13,33,1.84,1,0,1,1,2025-07-14 12:27:00,0,1,1,1
user323,663.6,7,444,1799,4,1,1,1,0.74,0,1,1.65,1,29.46,60,320,0.6,69,0.83,0.3,27,1.04,1,1,1,1,2025-07-14 15:31:00,1,0,1,1
user324,287.13,9,646,1524,1,0,0,1,0.68,0,0,2.33,1,27.37,80,1636,1.74,66,0.27,0.1,38,2.34,0,0,1,1,2025-07-14 16:26:00,1,1,0,0
user325,955.32,2,688,1050,0,1,1,1,0.21,1,1,1.66,1,11.07,64,1835,0.89,60,0.31,0.04,24,0.63,0,0,1,1,2025-07-14 16:59:00,0,1,1,0
user326,740.52,8,95,1324,4,0,0,1,0.35,0,0,8.31,0,27.32,66,1564,1.53,71,0.89,0.01,19,1.45,1,1,1,1,2025-07-14 13:32:00,1,1,0,0
user327,558.81,8,597,3125,4,1,0,1,0.13,1,0,7.77,1,12.61,45,243,1.89,21,0.84,0.48,37,2.45,0,0,1,1,2025-07-14 13:26:00,1,1,1,0
user328,615.6,2,353,1944,1,1,0,0,0.13,0,0,7.78,0,10.68,89,989,1.01,12,0.66,0.36,21,2.38,1,0,1,1,2025-07-14 08:45:00,1,0,1,1
user329,425.4,4,945,3285,0,1,0,1,0.68,1,1,7.45,1,46.97,94,1151,1.25,64,1.0,0.4,24,0.7,1,0,1,1,2025-07-14 19:50:00,0,1,1,1
user330,255.25,7,303,1869,2,0,0,1,0.86,0,0,7.02,0,32.22,71,1977,1.19,44,0.76,0.49,17,3.15,1,1,1,1,2025-07-14 12:58:00,1,0,0,1
user331,362.41,4,965,3227,1,0,0,0,0.96,0,1,5.29,0,34.68,42,1973,0.74,85,0.29,0.47,48,2.97,1,1,1,1,2025-07-14 18:33:00,0,1,1,0
user332,760.27,4,580,2401,0,1,0,1,0.63,0,1,6.78,1,23.08,58,889,1.39,93,0.86,0.37,28,0.85,1,1,1,1,2025-07-14 11:16:00,1,1,1,1
user333,24.25,6,659,2316,4,1,1,1,0.18,1,1,1.35,0,45.9,45,652,1.61,66,0.47,0.35,41,4.74,1,0,1,1,2025-07-14 14:49:00,1,1,0,0
user334,124.91,6,620,3474,0,0,1,0,0.11,0,1,6.59,0,33.71,71,943,1.88,45,0.13,0.17,11,0.95,1,0,1,1,2025-07-14 15:13:00,1,0,0,0
user335,55.54,3,713,1171,0,0,1,1,0.81,0,1,8.0,1,39.61,34,758,1.78,16,0.39,0.05,12,4.35,0,0,1,1,2025-07-14 13:23:00,0,1,0,1
user336,50.32,9,252,877,0,0,0,1,0.58,1,0,5.5,1,21.59,38,1980,1.27,97,0.79,0.29,27,0.5,1,0,1,1,2025-07-14 08:21:00,0,1,1,1
user337,856.91,2,840,1859,2,0,0,1,0.62,1,0,4.22,1,48.2,91,1813,1.58,93,0.96,0.29,18,4.47,0,1,1,1,2025-07-14 14:33:00,0,0,1,0
user338,706.62,6,570,2020,0,0,0,1,0.78,0,1,3.5,1,41.92,50,1950,1.7,58,0.35,0.48,8,0.59,0,1,1,1,2025-07-14 13:38:00,0,1,1,0
user339,479.43,7,969,2497,2,1,0,1,0.7,0,0,6.79,0,43.43,3,936,1.24,93,0.32,0.22,25,3.91,0,0,1,1,2025-07-14 09:43:00,0,1,1,1
user340,106.86,9,41,2432,4,0,1,1,0.83,0,1,7.24,0,12.75,79,1118,0.67,97,0.61,0.35,14,2.13,1,1,1,1,2025-07-14 14:25:00,0,1,0,0
user341,496.7,3,400,3047,2,1,0,0,0.06,0,0,8.84,0,17.19,76,1290,1.16,15,0.83,0.29,26,3.82,0,1,1,1,2025-07-14 11:11:00,0,1,0,1
user342,478.74,3,286,948,4,1,1,1,0.75,1,0,4.08,0,17.85,83,1758,1.76,64,0.77,0.09,34,2.31,1,1,1,1,2025-07-14 08:41:00,0,0,1,1
user343,181.47,7,541,1915,4,0,0,1,0.85,0,0,7.93,0,17.19,50,1709,1.39,72,0.6,0.3,34,0.82,1,0,1,1,2025-07-14 14:04:00,0,0,0,0
user344,439.51,4,163,1240,2,0,1,0,0.29,0,0,6.05,0,43.49,4,850,1.59,82,0.67,0.27,20,3.95,0,1,1,1,2025-07-14 17:37:00,1,0,0,0
user345,404.52,8,392,727,1,1,0,0,0.64,1,0,8.95,1,6.43,54,348,0.78,50,0.32,0.25,15,0.82,0,1,1,1,2025-07-14 08:22:00,1,1,0,0
user346,619.69,7,77,692,3,0,1,1,0.31,0,0,5.75,0,8.42,19,874,1.95,42,0.49,0.26,26,4.65,0,1,1,1,2025-07-14 09:17:00,0,1,1,0
user347,638.74,5,887,2684,0,1,0,0,0.96,0,0,5.66,0,17.33,23,863,1.11,65,0.33,0.08,33,0.73,0,1,1,1,2025-07-14 18:37:00,1,1,0,0
user348,54.85,7,893,1702,3,0,1,1,0.03,0,0,6.2,0,13.99,35,1480,1.48,21,0.9,0.23,29,2.66,1,1,1,1,2025-07-14 14:29:00,1,1,1,1
user349,380.87,3,223,196,0,0,0,1,0.58,1,0,7.74,1,15.43,33,1234,0.53,70,0.2,0.3,18,3.75,0,0,1,1,2025-07-14 15:45:00,0,0,1,1
user350,629.6,2,664,2006,0,0,1,0,0.17,1,0,9.68,1,40.91,53,791,0.69,76,0.71,0.24,18,2.27,0,1,1,1,2025-07-14 10:01:00,0,1,1,1
user351,508.1,6,385,1757,4,1,1,1,0.71,0,0,1.66,1,30.34,33,1823,1.67,40,0.33,0.24,6,1.48,0,1,1,1,2025-07-14 13:39:00,1,0,0,1
user352,857.92,2,753,487,0,0,0,1,0.18,0,0,1.48,1,5.26,82,919,1.95,78,0.53,0.04,17,3.92,0,0,1,1,2025-07-14 18:07:00,0,1,0,0
user353,662.11,3,222,1535,0,1,1,0,0.24,1,0,9.44,0,24.32,16,818,0.98,11,0.37,0.1,7,4.03,0,1,1,1,2025-07-14 17:02:00,1,1,0,1
user354,171.31,6,88,2719,2,0,0,0,0.49,0,1,5.77,0,23.35,4,333,0.56,20,0.39,0.16,34,4.65,1,0,1,1,2025-07-14 17:47:00,0,0,0,0
user355,79.86,5,735,3018,3,1,0,0,0.91,0,0,6.53,0,10.13,88,123,1.04,18,0.33,0.21,22,2.19,1,0,1,1,2025-07-14 09:45:00,1,1,1,0
user356,646.0,8,637,878,2,0,0,0,0.21,1,0,5.34,1,35.43,17,1149,0.53,84,0.78,0.3,40,2.78,1,0,1,1,2025-07-14 13:47:00,0,0,1,0
user357,36.25,9,613,2248,0,1,1,1,0.14,1,0,1.84,0,36.59,54,1504,0.79,29,0.43,0.43,25,2.13,0,0,1,1,2025-07-14 11:24:00,1,0,1,0
user358,589.92,3,791,1166,4,1,1,0,0.76,1,0,7.91,0,37.44,52,1853,1.63,8,0.75,0.08,23,1.66,0,1,1,1,2025-07-14 08:00:00,1,1,0,0
user359,940.83,3,932,2284,2,1,0,0,0.5,0,0,7.73,0,37.78,49,1105,1.91,33,0.51,0.01,20,3.88,1,1,1,1,2025-07-14 11:33:00,1,0,0,1
user360,579.72,3,390,257,2,1,0,0,0.91,0,0,3.81,1,5.0,71,1469,0.63,60,0.59,0.22,32,2.03,1,0,1,1,2025-07-14 17:55:00,1,0,0,0
user361,394.29,6,689,2731,1,1,1,0,0.15,0,1,3.76,1,47.93,90,1501,1.34,10,0.59,0.22,8,2.43,1,1,1,1,2025-07-14 15:47:00,0,1,1,0
user362,646.86,1,67,2055,0,1,1,0,0.65,0,1,8.54,1,41.64,78,621,0.88,5,0.98,0.28,19,2.32,1,0,1,1,2025-07-14 13:12:00,1,0,1,1
user363,463.67,7,805,2798,4,0,1,1,0.23,1,1,1.65,0,45.68,44,116,0.71,43,0.43,0.42,5,3.71,0,1,1,1,2025-07-14 16:02:00,0,0,0,1
user364,550.16,1,35,3552,2,1,0,0,0.16,0,0,8.93,0,5.7,12,344,0.83,5,0.29,0.4,20,4.63,0,1,1,1,2025-07-14 11:34:00,1,1,1,1
user365,942.05,5,890,2508,2,1,0,1,0.68,0,0,3.31,0,47.02,15,817,1.37,67,0.92,0.05,24,3.5,0,0,1,1,2025-07-14 08:34:00,0,0,1,0
user366,392.24,8,456,530,4,1,0,0,0.59,1,0,6.34,0,41.44,85,869,0.6,61,0.26,0.47,37,2.62,1,1,1,1,2025-07-14 12:36:00,1,1,0,0
user367,961.58,4,75,2325,0,0,0,0,0.75,1,1,9.42,1,42.67,83,1747,1.15,71,0.85,0.06,21,4.01,1,0,1,1,2025-07-14 16:37:00,0,0,0,0
user368,906.3,5,930,2008,1,0,0,0,0.31,0,0,7.1,0,9.2,12,816,0.7,69,0.24,0.32,9,3.38,1,1,1,1,2025-07-14 19:47:00,1,1,1,0
user369,203.83,4,769,988,2,0,1,0,0.45,1,0,4.73,1,38.25,19,1662,0.91,69,0.69,0.34,9,0.77,0,1,1,1,2025-07-14 13:26:00,1,1,0,1
user370,78.67,4,263,2070,1,1,0,0,0.41,1,1,7.21,0,48.2,65,1706,0.79,25,0.24,0.34,43,0.93,0,1,1,1,2025-07-14 18:27:00,0,1,1,1
user371,109.77,8,908,2739,3,0,1,0,0.98,0,1,4.1,1,35.53,98,1811,1.82,34,0.93,0.13,17,0.67,1,0,1,1,2025-07-14 12:55:00,1,1,0,1
user372,28.04,2,977,3058,0,0,1,0,0.29,0,0,3.5,0,30.68,46,1325,1.56,37,0.61,0.17,48,2.56,0,0,1,1,2025-07-14 13:59:00,1,1,1,1
user373,103.5,1,53,965,3,1,0,0,0.29,0,0,9.97,0,47.55,18,1371,1.8,52,0.4,0.27,40,4.22,1,0,1,1,2025-07-14 08:51:00,1,0,0,1
user374,686.18,3,106,2282,3,1,1,1,0.35,0,0,7.76,1,24.93,44,217,1.08,26,0.23,0.1,34,1.91,1,1,1,1,2025-07-14 16:04:00,1,1,0,1
user375,80.48,9,563,82,3,0,0,0,0.56,1,0,6.8,1,31.97,36,108,0.97,98,0.43,0.01,8,2.23,1,0,1,1,2025-07-14 16:57:00,0,1,0,0
user376,325.79,4,236,294,0,1,1,1,0.25,1,1,4.2,0,26.44,53,697,1.07,58,0.73,0.28,27,4.59,0,0,1,1,2025-07-14 12:40:00,1,0,1,0
user377,846.43,5,783,3144,0,1,0,0,0.92,0,0,1.44,0,46.98,5,122,0.53,8,0.45,0.23,25,4.27,1,0,1,1,2025-07-14 10:34:00,0,1,1,1
user378,33.04,2,688,1184,4,1,0,1,0.27,0,0,1.28,0,8.42,13,339,1.59,91,0.32,0.33,25,3.49,1,1,1,1,2025-07-14 08:04:00,0,0,0,1
user379,816.32,4,445,988,1,1,1,0,0.9,1,1,5.99,1,27.55,3,1708,1.02,59,0.62,0.07,10,1.7,0,1,1,1,2025-07-14 12:16:00,0,0,1,1
user380,289.04,2,800,582,1,0,0,0,0.1,0,0,7.86,0,35.91,85,126,0.97,48,0.48,0.42,28,1.03,1,1,1,1,2025-07-14 15:29:00,0,1,1,1
user381,126.98,2,610,1868,4,1,1,0,0.66,0,0,5.84,1,40.64,54,1083,1.4,93,0.25,0.07,35,0.57,1,1,1,1,2025-07-14 15:17:00,1,0,0,0
user382,699.77,4,388,3583,4,0,0,1,0.91,0,1,8.57,0,31.24,99,1984,1.15,16,0.24,0.45,23,0.98,0,0,1,1,2025-07-14 08:02:00,1,0,0,0
user383,632.65,6,187,490,3,0,0,1,0.17,0,1,1.3,0,45.9,33,1204,1.97,85,0.74,0.22,42,1.82,1,1,1,1,2025-07-14 10:15:00,0,0,0,0
user384,878.7,7,436,852,4,0,0,1,0.97,1,0,4.3,0,47.39,26,1719,1.03,83,0.98,0.27,16,2.98,1,0,1,1,2025-07-14 09:12:00,1,1,1,1
user385,737.72,3,924,1689,2,0,1,1,0.45,0,1,3.13,0,7.89,6,298,1.42,78,0.31,0.45,18,0.79,1,1,1,1,2025-07-14 19:45:00,1,0,0,1
user386,805.45,3,718,1796,1,1,1,0,0.95,1,1,5.03,1,23.11,2,1678,0.97,56,0.8,0.15,16,1.11,0,0,1,1,2025-07-14 11:42:00,0,1,1,1
user387,289.21,6,316,592,4,1,0,0,0.68,0,0,1.65,1,6.06,46,874,1.99,97,0.18,0.09,19,1.31,1,0,1,1,2025-07-14 14:48:00,0,1,1,0
user388,185.67,3,788,3086,2,1,1,0,0.3,0,1,9.59,0,19.82,96,191,1.17,80,0.44,0.22,23,3.34,1,1,1,1,2025-07-14 15:53:00,0,0,1,0
user389,753.11,2,513,1806,2,0,0,1,0.19,1,0,3.01,0,29.16,1,950,1.45,69,0.56,0.12,32,3.27,1,0,1,1,2025-07-14 15:00:00,1,1,0,0
user390,808.77,8,277,1735,2,0,1,0,0.3,0,0,9.3,0,45.99,79,1207,0.69,69,0.34,0.26,44,2.98,0,0,1,1,2025-07-14 10:04:00,0,0,0,1
user391,990.6,5,595,1376,2,0,1,1,0.09,1,0,4.83,1,43.09,24,399,1.6,14,0.58,0.14,45,1.63,0,0,1,1,2025-07-14 18:17:00,0,0,1,0
user392,418.49,1,17,2917,3,1,0,1,0.14,0,0,9.87,0,10.74,59,395,0.9,22,0.89,0.43,9,2.17,0,0,1,1,2025-07-14 12:07:00,1,1,1,0
user393,378.3,3,929,972,2,0,0,1,0.1,0,1,5.99,1,9.19,78,746,1.17,51,0.95,0.3,9,0.94,1,1,1,1,2025-07-14 18:09:00,1,1,0,1
user394,778.65,8,517,1184,3,1,0,1,0.42,0,0,9.38,1,31.52,23,1577,1.82,70,0.19,0.0,10,1.52,0,1,1,1,2025-07-14 13:21:00,1,1,0,0
user395,347.4,4,485,1585,3,1,0,1,0.8,0,0,1.05,1,28.95,14,1404,1.96,53,0.34,0.4,27,4.54,1,0,1,1,2025-07-14 18:04:00,1,0,0,1
user396,931.45,7,306,1387,2,1,0,0,0.14,0,0,7.73,1,16.99,94,1100,1.14,76,0.98,0.17,7,4.91,0,1,1,1,2025-07-14 14:34:00,1,0,0,1
user397,859.83,2,173,2978,1,1,1,1,0.13,1,0,9.13,0,45.48,13,1182,1.75,26,0.34,0.16,41,3.41,0,0,1,1,2025-07-14 10:59:00,1,0,0,1
user398,434.7,7,494,2647,2,0,1,1,0.64,1,1,2.26,0,46.73,53,1008,0.58,90,0.72,0.19,37,4.63,0,0,1,1,2025-07-14 15:13:00,1,1,0,0
user399,753.36,5,606,1083,2,1,0,0,0.2,0,1,1.87,1,23.12,77,970,1.77,30,0.33,0.32,47,3.39,0,1,1,1,2025-07-14 13:11:00,1,0,0,0
user400,757.0,5,81,1636,2,0,0,1,0.1,0,1,4.82,0,45.06,5,1465,1.44,94,0.42,0.22,25,0.65,1,0,1,1,2025-07-14 15:00:00,0,0,0,1
user401,112.09,6,576,1438,1,1,0,1,0.17,1,0,9.4,0,22.28,77,852,1.23,13,0.27,0.31,24,4.99,0,1,1,1,2025-07-14 13:45:00,1,0,0,0
user402,903.53,9,914,3434,0,0,1,0,0.92,1,1,5.88,0,38.16,80,1588,1.83,25,0.87,0.07,5,0.95,1,0,1,1,2025-07-14 08:07:00,0,0,1,1
user403,510.2,6,568,1579,0,0,0,0,0.82,0,1,5.75,1,26.42,17,441,1.77,99,0.89,0.49,43,3.57,1,1,1,1,2025-07-14 18:06:00,1,1,0,0
user404,828.19,8,920,1741,3,1,0,0,0.35,0,0,2.27,0,10.52,19,1733,0.95,67,0.37,0.36,21,1.64,1,1,1,1,2025-07-14 11:36:00,1,0,0,1
user405,326.85,7,953,2057,3,1,1,1,0.66,1,1,1.01,0,46.76,61,161,1.69,10,0.84,0.13,33,2.26,0,0,1,1,2025-07-14 13:44:00,0,1,1,1
user406,896.57,9,247,286,1,1,1,0,0.54,0,0,8.29,0,25.43,80,875,0.65,18,0.42,0.36,12,3.41,0,1,1,1,2025-07-14 12:37:00,1,0,0,0
user407,395.31,4,113,1319,4,0,1,0,0.68,1,1,1.79,0,38.05,79,724,1.73,37,0.19,0.29,30,2.46,1,0,1,1,2025-07-14 17:17:00,0,0,0,1
user408,20.73,2,219,932,0,1,1,0,0.68,0,1,6.7,0,21.52,39,1552,1.51,75,0.78,0.05,32,1.63,0,1,1,1,2025-07-14 18:55:00,1,0,1,1
user409,906.33,7,563,951,3,1,0,1,0.63,1,1,9.23,0,5.85,38,1781,0.63,28,0.64,0.09,38,2.01,1,0,1,1,2025-07-14 15:17:00,0,1,0,1
user410,100.37,6,837,1538,0,0,1,0,0.27,1,1,2.88,0,9.52,51,1851,1.52,77,0.35,0.02,30,2.04,0,1,1,1,2025-07-14 08:58:00,0,1,1,1
user411,326.12,1,477,1096,1,1,1,1,0.04,0,0,6.99,0,27.33,31,355,1.37,79,0.33,0.4,17,4.82,0,1,1,1,2025-07-14 10:11:00,1,1,1,1
user412,950.56,9,463,2317,1,0,0,1,0.46,1,0,1.71,0,36.05,72,927,1.39,91,0.98,0.28,48,4.09,1,1,1,1,2025-07-14 12:21:00,0,0,0,0
user413,951.1,9,277,2848,4,1,0,0,0.89,0,1,6.43,0,20.06,26,1113,0.94,55,0.88,0.16,41,2.56,0,0,1,1,2025-07-14 20:00:00,0,0,1,0
user414,577.7,2,395,456,4,0,0,1,0.57,0,0,2.48,1,36.3,51,1951,0.9,6,0.83,0.06,17,1.4,1,1,1,1,2025-07-14 13:10:00,1,1,1,1
user415,635.52,3,784,1183,1,0,1,1,0.83,0,1,7.62,0,36.44,96,1997,1.64,19,0.22,0.24,42,4.15,1,0,1,1,2025-07-14 10:11:00,1,0,1,0
user416,453.96,5,857,2138,3,1,0,0,0.99,0,1,3.71,1,36.68,62,1893,0.89,39,0.78,0.26,29,1.21,0,1,1,1,2025-07-14 09:42:00,0,0,1,1
user417,300.28,5,396,3005,0,0,1,1,0.16,1,1,5.17,0,27.16,73,1829,1.17,40,0.29,0.35,27,1.45,0,1,1,1,2025-07-14 08:58:00,1,1,0,1
user418,335.38,1,886,708,2,1,1,0,0.69,0,1,6.39,1,46.17,62,1470,1.54,96,0.98,0.48,26,2.15,0,0,1,1,2025-07-14 10:32:00,0,0,1,1
user419,675.79,8,268,388,4,1,1,1,0.67,0,1,2.54,1,27.01,16,1649,0.62,43,0.15,0.22,25,4.46,1,1,1,1,2025-07-14 09:12:00,0,0,1,1
user420,754.85,8,292,3297,2,0,0,1,0.98,0,1,7.67,0,25.26,48,1427,1.39,8,0.42,0.2,34,1.09,0,0,1,1,2025-07-14 17:02:00,0,0,0,1
user421,793.66,4,635,1542,3,1,1,0,0.99,0,0,3.72,1,13.97,99,714,1.38,68,0.49,0.18,15,1.05,0,0,1,1,2025-07-14 15:14:00,1,1,1,0
user422,791.72,7,884,1011,4,0,0,0,0.69,1,0,6.96,1,18.84,80,344,1.53,78,0.84,0.41,8,2.72,0,0,1,1,2025-07-14 13:05:00,1,0,0,0
user423,100.29,3,49,2065,2,0,0,1,0.24,0,1,2.42,1,6.91,81,856,1.05,10,0.79,0.08,37,1.74,0,0,1,1,2025-07-14 17:17:00,0,1,1,0
user424,499.48,6,495,2076,3,0,0,1,0.8,1,0,7.19,0,33.51,22,923,1.17,61,0.44,0.17,16,3.06,1,0,1,1,2025-07-14 09:26:00,0,0,0,0
user425,66.98,9,938,3231,0,0,1,0,0.11,1,1,2.15,1,16.18,97,879,0.99,34,0.61,0.36,13,2.53,0,1,1,1,2025-07-14 09:25:00,0,1,1,0
user426,554.03,1,229,2728,3,0,1,1,0.78,1,0,4.83,1,18.69,71,1859,1.71,78,0.85,0.01,36,2.46,1,0,1,1,2025-07-14 13:46:00,1,1,0,0
user427,447.12,5,138,1938,4,0,1,1,0.91,0,0,3.22,0,39.69,12,831,0.7,71,0.12,0.14,15,1.0,0,1,1,1,2025-07-14 11:27:00,0,1,1,1
user428,888.83,4,529,1256,1,0,0,1,0.38,0,0,7.74,1,19.72,22,1946,1.94,94,0.82,0.32,41,1.13,0,0,1,1,2025-07-14 17:32:00,1,1,0,0
user429,357.41,8,622,1832,0,0,1,1,0.63,0,1,3.36,1,15.9,56,1535,1.45,19,0.95,0.09,28,4.19,0,0,1,1,2025-07-14 16:38:00,0,0,0,1
user430,125.9,1,937,221,2,1,1,0,0.43,0,0,8.94,1,12.61,61,977,1.83,21,0.13,0.15,11,4.49,1,1,1,1,2025-07-14 18:38:00,0,1,0,1
user431,151.56,9,901,1811,4,1,1,0,0.44,1,1,9.03,0,39.87,53,1340,1.14,95,0.14,0.24,12,1.56,1,1,1,1,2025-07-14 17:53:00,0,0,0,0
user432,763.9,6,697,835,1,0,1,0,0.31,1,1,2.77,1,10.84,19,615,1.0,22,0.41,0.21,37,1.01,0,0,1,1,2025-07-14 17:14:00,0,0,0,0
user433,622.04,4,628,3394,3,1,1,0,0.76,0,1,6.52,0,25.42,85,573,1.85,23,0.18,0.05,29,0.74,1,0,1,1,2025-07-14 08:56:00,1,1,1,1
user434,110.11,9,622,1887,1,1,0,0,0.94,0,0,1.79,1,27.81,51,135,0.65,80,0.53,0.47,5,3.24,1,1,1,1,2025-07-14 11:50:00,1,0,1,1
user435,93.27,5,269,2381,4,1,0,0,0.94,0,0,4.52,1,35.93,22,1301,0.68,92,0.76,0.02,7,3.72,0,1,1,1,2025-07-14 12:48:00,1,0,0,1
user436,703.96,5,999,3134,4,1,0,1,0.17,0,0,7.42,1,33.5,34,1510,0.95,73,0.61,0.37,44,2.18,0,0,1,1,2025-07-14 13:41:00,1,0,0,1
user437,82.04,5,975,1111,1,1,0,0,0.87,0,1,6.93,1,41.48,66,1892,1.94,28,0.28,0.04,32,3.56,0,0,1,1,2025-07-14 15:39:00,1,0,1,1
user438,823.64,1,375,2433,3,1,1,1,0.74,0,1,6.62,0,7.01,33,1140,1.45,95,0.69,0.23,47,3.71,0,0,1,1,2025-07-14 18:36:00,0,1,1,0
